Gene,EntrezID,UNIPROT,3250_overlap,protein_rank_3250,protein_rank_3250_rev,Concentration(ng/L),number of EXPERIMENT,Median
PPP1R12A,4659,O14974,P,2522,729,270,11,29779545.78
SLC9A3R1,9368,O14745,P,2523,728,940,29,42769671.81
COL1A1,1277,P02452,P,2524,727,80000,18,25867809.75
ECE1,1889,P42892,P,2526,725,1300,18,31955818.38
PTGFRN,5738,Q9P2B2,P,2527,724,340,44,177330425.5
ARPC3,10094,O15145,P,2528,723,3800,32,256170485.1
VPS29,51699,Q9UBQ0,P,2529,722,110,25,337384301.2
ATP1B1,481,P05026,P,2530,721,2100,38,142391015.5
CBR3,874,O75828,P,2532,719,2800,25,300046204.3
HMGCS1,3157,Q01581,P,2533,718,470,25,38435986.92
ITIH2,3698,P19823,P,2534,717,32000000,35,673794904.7
ANXA7,310,P20073,P,2535,716,290,33,171639270
PIR,8544,O00625,P,2536,715,35,11,15112663.31
NCK2,8440,O43639,P,2538,713,87,8,22895234.09
NAXE,128240,Q8NCW5,P,2539,712,3300,18,25953932.66
ADK,132,P55263,P,2540,711,920,21,232713998.3
PTGES3,10728,Q15185,P,2541,710,660,34,334374369.8
NIBAN1,116496,Q9BZQ8,P,2543,708,120,18,81196890.95
PBXIP1,57326,Q96AQ6,P,2544,707,26,15,24815552.88
HSP90B1,7184,P14625,P,2545,706,330000,33,396060497.3
LGALSL,29094,Q3ZCW2,P,2546,705,4100,12,105350761
SCP2,6342,P22307,P,2547,704,640,12,22257901.5
OPLAH,26873,O14841,P,2548,703,34,19,33232617.98
BGN,633,P21810,P,2549,702,3300,14,56765413.55
YWHAG,7532,P61981,P,2550,701,66000,47,365296796
CD109,135228,Q6YHK3,P,2551,700,180000,33,40946228
CDH1,999,P12830,P,2553,698,78000,26,97165579.5
UBE2V1,7335,Q13404,NA,2554,697,1100,16,62286714
LYPLAL1,127018,Q5VWZ2,P,2555,696,8.6,10,100319115.8
C4A,720,P0C0L4,P,2556,695,120000000,9,168531418.5
RDH11,51109,Q8TC12,P,2557,694,340,16,18504925.94
PGD,5226,P52209,P,2558,693,41000,34,235467455.3
HEBP2,23593,Q9Y5Z4,P,2559,692,690,12,33341189.09
CHID1,66005,Q9BWS9,P,2560,691,1500,19,23906569.25
CAPZA2,830,P47755,P,2561,690,4500,30,96245073.23
SH3BGRL3,83442,Q9H299,P,2562,689,41000,17,22794675.5
GAPDH,2597,P04406,P,2563,688,1400000,50,4035282503
ITIH4,3700,Q14624,P,2564,687,58000000,5,131384824.1
SLC2A1,6513,P11166,P,2565,686,2000,37,103940664.9
PLTP,5360,P55058,P,2566,685,210000,15,24814852.69
OPTN,10133,Q96CV9,P,2567,684,370,14,4488501.026
UBA1,7317,P22314,P,2568,683,14000,45,434744355.7
CPNE3,8895,O75131,P,2570,681,71,31,105662451.9
MVD,4597,P53602,P,2573,678,170,16,35494432.5
CAPZB,832,P47756,P,2574,677,6600,29,133648587.2
HK1,3098,P19367,P,2575,676,560,23,31443725.53
SIGLEC1,6614,Q9BZZ2,P,2576,675,260,9,46481622
TGFBI,7045,Q15582,P,2579,672,1600000,35,94141186.98
PRKACB,5567,P22694,P,2580,671,130,27,72628209.48
CYB5R3,1727,P00387,P,2581,670,1500,17,108294384.2
CAP1,10487,Q01518,P,2582,669,73000,40,431370018.5
C7,730,P10643,P,2583,668,48000000,2,227890026.7
BIN1,274,O00499,P,2584,667,430,19,736541292.7
CORO1B,57175,Q9BR76,P,2585,666,960,27,165179487
APRT,353,P07741,P,2586,665,1600,30,392531728.7
IGFBP5,3488,P24593,P,2590,661,380000,12,12051337.75
NIT2,56954,Q9NQR4,P,2591,660,1700,13,87874911.08
RAB7A,7879,P51149,P,2592,659,5700,42,394337177.3
TPI1,7167,P60174,P,2593,658,170000,50,405946246.8
MTHFS,10588,P49914,P,2595,656,13,15,30828179.63
RPLP2,6181,P05387,P,2597,654,2900,34,472256171.3
UGP2,7360,Q16851,P,2598,653,13000,41,102581729.7
HRG,3273,P04196,P,2599,652,28000000,3,54542261.85
ME1,4199,P48163,P,2600,651,3600,20,49581564.05
MSN,4478,P26038,P,2603,648,130000,47,528370711
RPL22,6146,P35268,P,2604,647,860,22,191107714
GLS,2744,O94925,P,2605,646,92,12,23606795
NUMA1,4926,Q14980,P,2606,645,62,19,20096282.25
PDIA3,2923,P30101,P,2607,644,200000,40,230466125.9
ECI1,1632,P42126,P,2608,643,7300,20,5290078.922
TPP1,1200,O14773,P,2610,641,9500,18,331617236
SAR1A,56681,Q9NR31,P,2612,639,660,23,78121030.63
GCLM,2730,P48507,P,2613,638,1100,18,29754773.5
GYG1,2992,P46976,P,2614,637,30,11,67999265
CFL1,1072,P23528,P,2615,636,290000,45,970702312.6
SFN,2810,P31947,P,2616,635,29000,30,372840282.1
SDHA,6389,P31040,P,2617,634,360,13,29888627.18
IDH2,3418,P48735,P,2618,633,5200,26,120466468.9
FAH,2184,P16930,P,2620,631,220000,22,6168209.211
ANPEP,290,P15144,P,2621,630,1200000,26,150535202.3
NDUFS2,4720,O75306,P,2622,629,25,15,27713844
PREP,5550,P48147,P,2623,628,1700,25,82087540.9
IQGAP2,10788,Q13576,P,2624,627,3700,20,68535694.27
CANX,821,P27824,P,2625,626,13000,32,134204426.2
FKBP5,2289,Q13451,P,2626,625,39,14,82156903.75
VAPA,9218,Q9P0L0,P,2627,624,580,16,40688522
PLCB1,23236,Q9NQ66,P,2628,623,6.6,19,250264973.3
HSPA4L,22824,O95757,P,2631,620,1000,24,47675934.05
LAMP1,3916,P11279,P,2632,619,370000,34,174016804.7
SEC22B,9554,O75396,P,2633,618,91,20,51162415.69
HP1BP3,50809,Q5SSJ5,P,2634,617,30,19,82994254.79
CNP,1267,P09543,P,2635,616,46,34,79850631.6
BST2,684,Q10589,P,2636,615,260,10,77347628
ACTR1B,10120,P42025,P,2637,614,49,33,172481564.1
FDPS,2224,P14324,P,2638,613,1500,25,75350746.88
NES,10763,P48681,P,2640,611,100,12,50019195.66
S100A6,6277,P06703,P,2641,610,7000,27,850183209.3
YWHAZ,7534,P63104,P,2642,609,320000,52,619088872.2
RNPEP,6051,Q9H4A4,P,2643,608,7800,30,80984087.83
C4BPA,722,P04003,P,2644,607,28000000,8,211921588.1
EPB41L2,2037,O43491,P,2647,604,54,40,113746627.5
RNH1,6050,P13489,P,2648,603,22000,31,92490786.21
S100A9,6280,P06702,P,2650,601,1200000,20,74546665
NME3,4832,Q13232,P,2651,600,12000,15,27861455.72
RPLP1,6176,P05386,P,2652,599,2000,25,645374945.4
CLIC4,25932,Q9Y696,P,2653,598,5800,31,151181773.9
ADAMTSL4,54507,Q6UY14,P,2654,597,110000,8,59890698.38
HABP2,3026,Q14520,P,2656,595,4400000,8,90657862.67
MYL6B,140465,P14649,P,2657,594,7200,30,466946129.8
PSAT1,29968,Q9Y617,P,2658,593,2400,40,83048329.61
C5,727,P01031,P,2659,592,39000000,18,199678522.8
LANCL2,55915,Q9NS86,P,2661,590,13,25,27544548.94
HSPG2,3339,P98160,P,2662,589,1400000,43,149299080.8
ABCD3,5825,P28288,P,2663,588,12,15,26598127.25
TUFM,7284,P49411,P,2666,585,610,33,32231389.02
PDLIM5,10611,Q96HC4,P,2668,583,1200,20,107029794.5
SERPINB6,5269,P35237,P,2669,582,4800,24,32217088.63
FN3KRP,79672,Q9HA64,P,2670,581,44,15,148396240.9
PPP1R14A,94274,Q96A00,P,2671,580,880,7,6114938.387
GDI2,2665,P50395,P,2672,579,53000,39,238166906.9
GNA13,10672,Q14344,P,2674,577,320,41,532668741.8
HLA-DPB1,3115,P04440,P,2678,573,470,13,79538054.66
PARVB,29780,Q9HBI1,P,2681,570,24000,19,47229728
KYNU,8942,Q16719,P,2683,568,590,23,52780143.02
RTN1,6252,Q16799,P,2684,567,150,12,10768008.97
AEBP1,165,Q8IUX7,P,2685,566,2700,10,38838550.33
KRAS,3845,P01116,P,2686,565,3300,31,100254242.3
RNASE4,6038,P34096,P,2687,564,61000,14,53465609
LAMA2,3908,P24043,P,2690,561,55000,19,27609568.32
TP53I3,9540,Q53FA7,P,2693,558,250,10,15044644.5
LMNA,4000,P02545,P,2694,557,5700,39,38173626
CYC1,1537,P08574,P,2695,556,45,7,14310258.79
MAP1B,4131,P46821,P,2698,553,180,17,58325475.33
RAC2,5880,P15153,P,2699,552,3300,30,395276408.1
NDUFS3,4722,O75489,P,2700,551,14,16,9327793
FIS1,51024,Q9Y3D6,P,2701,550,140,13,15261881.52
ACAA2,10449,P42765,P,2702,549,3800,21,8179216
SSC5D,284297,A1L4H1,P,2703,548,88000,11,46807061.25
F10,2159,P00742,P,2704,547,13000000,8,194991060.7
BCHE,590,P06276,P,2705,546,9400000,15,32818120.25
NANS,54187,Q9NR45,P,2706,545,410,30,198505830.5
BCL2L13,23786,Q9BXK5,P,2708,543,100,10,11752267.25
VAT1,10493,Q99536,P,2709,542,2700,31,263329670.3
CAMK2D,817,Q13557,P,2710,541,240,30,58314293.33
PTGR2,145482,Q8N8N7,P,2711,540,36,2,41128147.21
DNPH1,10591,O43598,P,2715,536,540,12,135555126
LPP,4026,Q93052,P,2716,535,2700,13,76941500
NEDD8,4738,Q15843,P,2717,534,990,16,30224930.63
DLAT,1737,P10515,P,2718,533,44,8,55822763
UQCRC1,7384,P31930,P,2719,532,250,16,18337621.88
LAP3,51056,P28838,P,2720,531,3500,25,134856435.9
ANXA2,302,P07355,P,2721,530,19000,49,1660557425
NPC2,10577,P61916,P,2722,529,53000,19,32851718.44
PAFAH1B1,5048,P43034,P,2723,528,860,44,97917541.67
SERPIND1,3053,P05546,P,2725,526,50000000,8,218731436
SERPINF2,5345,P08697,P,2727,524,61000000,1,341602141
PCYOX1,51449,Q9UHG3,P,2728,523,510000,16,56769366.02
MSRA,4482,Q9UJ68,P,2729,522,55,6,88109288.75
MYO1C,4641,O00159,P,2732,519,3800,32,109165786.9
ITGA1,3672,P56199,P,2734,517,6300,34,67810295.02
TINAGL1,64129,Q9GZM7,P,2735,516,370,36,70978756.1
RALB,5899,P11234,P,2736,515,440,36,67916628.5
F13A1,2162,P00488,P,2737,514,1400000,17,209989730.8
PSMB6,5694,P28072,P,2739,512,1400,37,140930907.4
ESD,2098,P10768,P,2740,511,12000,32,432227659.5
HPR,3250,P00739,P,2743,508,55000000,14,276671067.6
NAXD,55739,Q8IW45,P,2744,507,390,15,51014620.25
PPIA,5478,P62937,P,2746,505,230000,56,1655435912
SOD2,6648,P04179,P,2747,504,55000,9,59941083.88
VIM,7431,P08670,P,2748,503,35000,38,234585867.5
ABHD10,55347,Q9NUJ1,P,2750,501,71,7,20675831.44
MT-CO2,4513,P00403,P,2751,500,240,23,55606669.19
CD47,961,Q08722,P,2752,499,49,25,213233772.9
SCRN1,9805,Q12765,P,2753,498,160,26,23900108.31
LASP1,3927,Q14847,P,2754,497,9400,35,42359339.36
IDH3A,3419,P50213,P,2756,495,110,17,13002904.75
HMGCL,3155,P35914,P,2758,493,34,8,26563462.33
NT5C,30833,Q8TCD5,P,2759,492,760,13,61882746.61
LANCL1,10314,O43813,P,2760,491,22,16,108306028
PRKAR2A,5576,P13861,P,2762,489,210,29,98352825.39
TXNDC5,81567,Q8NBS9,P,2763,488,6900,25,41531513.5
CMPK1,51727,P30085,P,2764,487,1400,30,44193978.33
YWHAB,7529,P31946,P,2765,486,97000,45,444066270.7
CNRIP1,25927,Q96F85,P,2766,485,54,10,36217535.69
PPA2,27068,Q9H2U2,P,2767,484,150,20,177367163.2
IDH3B,3420,O43837,P,2768,483,8.3,12,8917828.125
ARPC2,10109,O15144,P,2769,482,6600,28,169188468.5
DDAH2,23564,O95865,P,2770,481,1500,35,81447286.96
ACTN1,87,P12814,P,2771,480,210000,50,131293059.3
UQCRB,7381,P14927,P,2772,479,2200,16,14394284.53
NSFL1C,55968,Q9UNZ2,P,2773,478,1900,19,15289683.23
F5,2153,P12259,P,2775,476,13000000,20,251319577.1
PTGR1,22949,Q14914,P,2776,475,2400,26,56480068.58
POSTN,10631,Q15063,P,2777,474,660000,9,112572112.9
MPST,4357,P25325,P,2778,473,2900,29,99598965.53
FH,2271,P07954,P,2779,472,1800,31,26854626.5
TPM4,7171,P67936,P,2780,471,370000,41,143072967
AGRN,375790,O00468,P,2781,470,20000,41,54053863.16
S100A8,6279,P05109,P,2782,469,370000,16,76039200.17
G6PD,2539,P11413,P,2783,468,2400,39,196047120.8
HTRA1,5654,Q92743,P,2784,467,7600,19,40104812.15
CHCHD3,54927,Q9NX63,P,2785,466,13,12,8436324.5
IMPA1,3612,P29218,P,2787,464,310,17,24113745.5
SLC25A3,5250,Q00325,P,2788,463,83,19,40677423.69
PRKCA,5578,P17252,P,2789,462,190,18,36423863.71
FASN,2194,P49327,P,2790,461,3400,53,356841600.6
VDAC3,7419,Q9Y277,P,2792,459,1200,11,47984513.13
AIFM1,9131,O95831,P,2793,458,230,20,23957977.74
VCP,7415,P55072,P,2796,455,34000,44,236774513
GNB1,2782,P62873,P,2797,454,1900,44,766872252.6
AHCY,191,P23526,P,2798,453,5000,44,972682713.8
CSTB,1476,P04080,P,2799,452,8700,28,86100565.75
IGSF8,93185,Q969P0,P,2800,451,280,38,45796551.5
PDE5A,8654,O76074,P,2801,450,850,10,47270260.96
ISOC1,51015,Q96CN7,P,2802,449,1900,19,17376159.83
DLD,1738,P09622,P,2803,448,10000,13,24784328.13
CD81,975,P60033,P,2805,446,400,57,670171542.6
TOM1L2,146691,Q6ZVM7,P,2806,445,73,23,14463194.14
PFN1,5216,P07737,P,2807,444,660000,41,1603327618
PCCA,5095,P05165,P,2808,443,290,2,40133700.33
CISD1,55847,Q9NZ45,P,2809,442,13,18,39184447.81
PARVA,55742,Q9NVD7,P,2810,441,7300,26,48123031.5
APOB,338,P04114,P,2811,440,100000000,23,62823086.08
CACNA2D1,781,P54289,P,2812,439,390000,20,32940712.2
C3,718,P01024,P,2813,438,200000000,42,434625587.2
ADD3,120,Q9UEY8,P,2814,437,260,17,22414114.33
OAT,4942,P04181,P,2815,436,12,21,51898044.81
RBBP9,10741,O75884,P,2816,435,40,2,122311391.3
TKT,7086,P29401,P,2817,434,150000,35,63474202
S100A13,6284,Q99584,P,2819,432,36,23,42094348.35
EHD2,30846,Q9NZN4,P,2820,431,1500,27,132410382.1
ATP5MD,84833,Q96IX5,P,2821,430,55,11,5665681
DAG1,1605,Q14118,P,2822,429,84000,23,17317690.17
HINT1,3094,P49773,P,2823,428,2800,21,190265895
FKBP2,2286,P26885,P,2825,426,510,15,37596306
NT5DC1,221294,Q5TFE4,P,2826,425,140,15,43167315.84
RPL29,6159,P47914,P,2827,424,190,22,39955965.66
LAMB2,3913,P55268,P,2829,422,25000,19,62347147
PGRMC1,10857,O00264,P,2830,421,1200,19,97764417.28
GSTO1,9446,P78417,P,2831,420,120000,34,136599393.5
NQO2,4835,P16083,P,2832,419,6000,18,38452553
GPHN,10243,Q9NQX3,P,2833,418,6.9,15,13804625.44
PHB2,11331,Q99623,P,2834,417,77,26,23856093.56
TATDN1,83940,Q6P1N9,P,2835,416,660,16,44940514.31
ACTR1A,10121,P61163,P,2837,414,560,40,227108034.2
ATP2A3,489,Q93084,P,2838,413,5400,14,47241398.08
GRHPR,9380,Q9UBQ7,P,2839,412,2700,25,211399248.2
TPM3,7170,P06753,P,2840,411,170000,31,178032033
PDLIM7,9260,Q9NR12,P,2841,410,1700,20,110748466.4
PDHA1,5160,P08559,P,2842,409,100,10,34291909.85
COX5B,1329,P10606,P,2843,408,230,15,39243208.45
EIF4A2,1974,Q14240,P,2844,407,1600,32,524517549.1
RTN4,57142,Q9NQC3,P,2845,406,3400,29,102769196.6
SLK,9748,Q9H2G2,P,2846,405,140,32,15441842.88
PHB,5245,P35232,P,2847,404,360,26,41762943.27
NAPA,8775,P54920,P,2848,403,2200,36,46570490.33
COX4I1,1327,P13073,P,2851,400,55,17,5395858.971
S100A12,6283,P80511,P,2852,399,8300,12,159250737.8
SLC9A1,6548,P19634,P,2853,398,21,17,106518801.2
EZR,7430,P15311,P,2854,397,42000,44,605693606
RTN3,10313,O95197,P,2855,396,130,13,90681720
FUCA1,2517,P04066,P,2857,394,60000,22,71552395
PCDH1,5097,Q08174,P,2858,393,2500,14,25812763.85
ACSS2,55902,Q9NR19,P,2859,392,16,20,69816150.08
DLST,1743,P36957,P,2860,391,70,19,20040055.75
PDHB,5162,P11177,P,2861,390,61,12,15975832
EPB41L3,23136,Q9Y2J2,P,2862,389,100,19,105698189.9
HSPB1,3315,P04792,P,2863,388,19000,35,557384763.3
WDR1,9948,O75083,P,2864,387,63000,32,723616209.4
BAIAP2,10458,Q9UQB8,P,2865,386,18,32,36971799.44
NDUFA8,4702,P51970,P,2866,385,25,5,17628090.67
DNAJB4,11080,Q9UDY4,P,2868,383,9.5,12,22881882
IGKV3-20,28912,P01619,P,2869,382,20000000,10,167962327.3
SDHB,6390,P21912,P,2871,380,7.9,15,20069190.5
ARRB1,408,P49407,P,2873,378,1500,12,65483195
NDUFS1,4719,P28331,P,2874,377,48,11,12895082.25
MTAP,4507,Q13126,P,2875,376,3000,23,108196967.1
SPON1,10418,Q9HCB6,P,2876,375,28000,16,47268669.14
PSIP1,11168,O75475,P,2877,374,24,17,85468747.56
PRKACA,5566,P17612,P,2878,373,170,22,74461975.88
SPR,6697,P35270,P,2879,372,180,24,94682459.58
SLC25A5,292,P05141,P,2880,371,640,34,58311623.81
GCLC,2729,P48506,P,2881,370,5800,19,26099184.79
CSRP2,1466,Q16527,P,2883,368,63,16,80911890.22
TALDO1,6888,P37837,P,2884,367,29000,29,182924083.8
CDA,978,P32320,P,2885,366,3700,13,41611333
C1QBP,708,Q07021,P,2886,365,410,21,57681421.25
CYB5A,1528,P00167,P,2887,364,1400,22,105323903.5
TUBA4A,7277,P68366,P,2888,363,130000,39,3438032043
CD74,972,P04233,P,2889,362,210,8,52562214.63
ALAD,210,P13716,P,2890,361,44000,15,13732857
DYNLL2,140735,Q96FJ2,P,2891,360,1000,18,241944574.6
MINK1,50488,Q8N4C8,P,2892,359,26,22,26247454.95
KRT18,3875,P05783,P,2894,357,140000,28,229974248.7
PRKAR1A,5573,P10644,P,2896,355,1800,21,82300298.26
ATP5PB,515,P24539,P,2897,354,170,16,12792211.05
MPO,4353,P05164,P,2898,353,24000,9,607714164.4
F2,2147,P00734,P,2899,352,41000000,13,622625656
ACAT2,39,Q9BWD1,P,2900,351,14000,29,51786293
H1-2,3006,P16403,P,2903,348,5500,34,556387582.6
GOT2,2806,P00505,P,2905,346,2800,16,29733598.01
ACTN4,81,O43707,P,2906,345,71000,49,140028128.7
PDCD6IP,10015,Q8WUM4,P,2908,343,4100,65,341799463.9
ABI3BP,25890,Q7Z7G0,P,2909,342,550000,12,61679800.08
PSMB5,5693,P28074,P,2911,340,6200,36,65991238.74
NDUFV2,4729,P19404,P,2912,339,7.6,12,2604927.578
HADHA,3030,P40939,P,2913,338,470,23,34112756.56
ACADVL,37,P49748,P,2914,337,98,21,29406318.59
ADD1,118,P35611,P,2915,336,360,29,29000551.88
GLUL,2752,P15104,P,2916,335,150,1,54035387.58
KRT8,3856,P05787,P,2917,334,1700000,24,235963566.6
CP,1356,P00450,P,2918,333,440000000,16,216084675
GSN,2934,P06396,P,2919,332,240000000,38,546928404.8
LGALS1,3956,P09382,P,2920,331,20000,28,749174393.8
PHPT1,29085,Q9NRX4,P,2922,329,590,14,177706910.5
LAMA5,3911,O15230,P,2923,328,1800,28,29022853.31
LMNB2,84823,Q03252,P,2924,327,110,16,17182343.84
CALD1,800,Q05682,P,2926,325,39000,11,34323397.92
RDX,5962,P35241,P,2930,321,38000,33,599225200.5
NAPG,8774,Q99747,P,2931,320,8.8,35,27602437.44
SUCLG2,8801,Q96I99,P,2932,319,300,16,33218529.06
CAVIN1,284119,Q6NZI2,P,2933,318,440,7,42859808.13
CRYL1,51084,Q9Y2S2,P,2934,317,690,17,85589644.78
SERPINC1,462,P01008,P,2935,316,120000000,25,292648972.4
PURA,5813,Q00577,P,2936,315,260,19,187566037.9
APOC3,345,P02656,P,2937,314,45000000,18,93443301.88
OGDH,4967,Q02218,P,2938,313,130,11,13500490.5
SLC25A24,29957,Q6NUK1,P,2939,312,19,13,30294579
NDUFA4,4697,O00483,P,2940,311,50,14,18129419.16
VCL,7414,P18206,P,2941,310,750000,40,58001549.88
ATP5MG,10632,O75964,P,2942,309,44,16,19257908.28
GPC4,2239,O75487,P,2944,307,190,26,60945340.05
ARL6IP5,10550,O75915,P,2945,306,1100,22,84865836.12
OLFML3,56944,Q9NRN5,P,2946,305,3000,17,52097484.15
EML2,24139,O95834,P,2947,304,180,17,100020931
COL6A2,1292,P12110,P,2948,303,8200,22,152336425.8
DPP7,29952,Q9UHL4,P,2949,302,1600,19,14938242
GAMT,2593,Q14353,P,2950,301,420,9,44260344
ETFB,2109,P38117,P,2951,300,170,18,33594105
PCYT2,5833,Q99447,P,2952,299,84,17,69387505
S100A4,6275,P26447,P,2953,298,9600,20,229288074.8
ALDH1A1,216,P00352,P,2955,296,58000,25,190840877.8
SPTBN1,6711,Q01082,P,2956,295,1500,29,41639597.99
ATP5PD,10476,O75947,P,2957,294,60,16,11394439
HLA-C,3107,P10321,P,2958,293,240000,49,229179153.4
PARK7,11315,Q99497,P,2959,292,35000,33,70117623.5
PACSIN2,11252,Q9UNF0,P,2960,291,2400,30,43343219.4
GC,2638,P02774,P,2961,290,73000000,13,184814539.5
ENO3,2027,P13929,P,2962,289,86000,31,687587468.8
MMP9,4318,P14780,P,2964,287,61000,2,30221265.5
UQCRC2,7385,P22695,P,2965,286,180,24,9178531.563
STXBP1,6812,P61764,P,2966,285,29,23,31423942.57
FLNB,2317,O75369,P,2967,284,20000,43,284007484.2
DDAH1,23576,O94760,P,2968,283,350,31,58328571.22
PC,5091,P11498,P,2969,282,200,12,39167156.11
LTA4H,4048,P09960,P,2970,281,86000,28,36829727.38
FABP5,2171,Q01469,P,2972,279,14000,29,36224843.91
LHPP,64077,Q9H008,P,2973,278,820,14,5416762.5
H4-16,121504,P62805,P,2974,277,25000,33,4590789902
H4C8,8365,P62805,NA,2974,277,25000,32,4590789902
H4C3,8364,P62805,NA,2974,277,25000,32,4590789902
H4C11,8363,P62805,NA,2974,277,25000,32,4590789902
H4C15,554313,P62805,NA,2974,277,25000,32,4590789902
H4C14,8370,P62805,NA,2974,277,25000,32,4590789902
H4C12,8362,P62805,NA,2974,277,25000,32,4590789902
H4C6,8361,P62805,NA,2974,277,25000,32,4590789902
H4C13,8368,P62805,NA,2974,277,25000,32,4590789902
H4C9,8294,P62805,NA,2974,277,25000,35,4590789902
H4C5,8367,P62805,NA,2974,277,25000,32,4590789902
H4C4,8360,P62805,NA,2974,277,25000,32,4590789902
H4C1,8359,P62805,NA,2974,277,25000,47,4590789902
H4C2,8366,P62805,NA,2974,277,25000,32,4590789902
PCCB,5096,P05166,P,2975,276,120,4,8762625.5
OXCT1,5019,P55809,P,2976,275,440,9,27461153
NADK2,133686,Q4G0N4,P,2977,274,30,8,35953614.21
PFN2,5217,P35080,P,2979,272,19,18,90738514.38
PYGB,5834,P11216,P,2980,271,14000,40,421791741.9
QSOX1,5768,O00391,P,2981,270,2600000,36,112772883.9
SDC4,6385,P31431,P,2982,269,320,30,41527212.91
PRKCB,5579,P05771,P,2984,267,380,7,36975086.13
GNG12,55970,Q9UBI6,P,2985,266,550,27,110074399.6
PLPBP,11212,O94903,P,2986,265,34,18,42982050.1
EHD1,10938,Q9H4M9,P,2987,264,10000,30,186030616.1
PLG,5340,P00747,P,2988,263,45000000,14,405451706.4
SHMT1,6470,P34896,P,2989,262,1500,20,70941101.78
ALDH1L1,10840,O75891,P,2990,261,3000,18,155378127.3
MYL6,4637,P60660,P,2991,260,60000,26,487819999.5
MDH2,4191,P40926,P,2992,259,14000,28,49670168.25
PLA2G4A,5321,P47712,P,2993,258,35,20,50274958.04
SH3BGRL,6451,O75368,P,2994,257,13000,17,32034573
CDC42,998,P60953,P,2995,256,2700,41,385848321.6
SNTB1,6641,Q13884,P,2996,255,25,28,49445642.58
FTL,2512,P02792,P,2997,254,170000,24,2492448098
CTH,1491,P32929,P,2998,253,220,15,26723146.75
PRDX3,10935,P30048,P,2999,252,1600,28,39420458
PCMT1,5110,P22061,P,3000,251,4100,30,50906603.78
A2M,2,P01023,P,3001,250,170000000,40,3217789919
ALDH7A1,501,P49419,P,3002,249,430,32,118827981.9
DECR1,1666,Q16698,P,3004,247,120,14,23378820.92
PGM1,5236,P36871,P,3005,246,21000,26,125440100.8
AZU1,566,P20160,P,3006,245,320,12,377968347.4
MGST3,4259,O14880,P,3008,243,27,17,31369877.13
GSTP1,2950,P09211,P,3012,239,69000,29,657793830.3
SPRYD4,283377,Q8WW59,P,3013,238,7.5,14,51822365.25
UGDH,7358,O60701,P,3015,236,1300,36,211289895.6
SUSD2,56241,Q9UGT4,P,3016,235,6800,18,94278175.88
IDH1,3417,O75874,P,3017,234,16000,36,119538538.5
CPM,1368,P14384,P,3018,233,7100,18,41559992.25
ANXA3,306,P12429,P,3019,232,6400,23,97449580.57
ARHGDIA,396,P52565,P,3020,231,21000,38,87624376.75
HPX,3263,P02790,P,3022,229,190000000,7,101247092.9
AKR7A2,8574,O43488,P,3023,228,950,25,167904569.5
CTSG,1511,P08311,P,3024,227,330,15,121618476.1
GNAI1,2770,P63096,P,3025,226,1600,36,464768835
HADHB,3032,P55084,P,3026,225,61,14,25036840.63
ACO2,50,Q99798,P,3027,224,2000,20,38237152.13
SERPINA3,12,P01011,P,3028,223,94000000,15,105513700.8
AHSG,197,P02765,P,3029,222,110000000,23,169225353.7
ADD2,119,P35612,P,3030,221,18,3,14521940.5
YWHAE,7531,P62258,P,3032,219,83000,55,471667984
ANG,283,P03950,P,3033,218,410000,14,20506154.5
CD44,960,P16070,P,3034,217,1200000,35,156613762.8
PODXL,5420,O00592,P,3036,215,33000,28,55626076.63
SPTAN1,6709,Q13813,P,3037,214,1600,42,49717869.81
COX5A,9377,P20674,P,3038,213,530,12,24972965
HEBP1,50865,Q9NRV9,P,3039,212,290,24,57216500.75
APOM,55937,O95445,P,3040,211,8200000,14,173007724.6
TUBB4A,10382,P04350,P,3041,210,110000,32,3234244277
GSR,2936,P00390,P,3042,209,81000,32,20972838.5
CPT1A,1374,P50416,P,3043,208,45,10,20564675.83
ECH1,1891,Q13011,P,3044,207,720,20,41185783.38
ALDH2,217,P05091,P,3045,206,2200,23,237044828.7
IGHV1-69,28461,P01742,P,3046,205,2700000,13,109334449.8
SLC25A11,8402,Q02978,P,3047,204,25,11,9471978.99
CRIP1,1396,P50238,P,3048,203,29,13,96162753.23
ELANE,1991,P08246,P,3049,202,370,6,305036222.2
COL14A1,7373,Q05707,P,3050,201,3200,13,34242808.23
NNT,23530,Q13423,P,3051,200,110,11,4921466.625
TUBB1,81027,Q9H4B7,P,3052,199,87000,19,1657465794
APOD,347,P05090,P,3053,198,90000000,13,127968631
ADH5,128,P11766,P,3055,196,5300,22,238183086.7
CD99,4267,P14209,P,3056,195,62000,14,41451380.59
COX6C,1345,P09669,P,3057,194,210,8,2550077.042
COTL1,23406,Q14019,P,3059,192,10000,24,54250559.67
GLUD1,2746,P00367,P,3060,191,23000,17,31962189.46
PTER,9317,Q96BW5,P,3061,190,8.6,18,17473141
TIMP3,7078,P35625,P,3064,187,700,15,119769781.1
ASS1,445,P00966,P,3065,186,6400,35,283356273
ITGA7,3679,Q13683,P,3069,182,1200,14,11876392.5
ASL,435,P04424,P,3071,180,12000,17,37226329.9
PTGS1,5742,P23219,P,3072,179,2100,13,69861837.56
RIDA,10247,P52758,P,3073,178,5000,18,10797250.5
CRYZ,1429,Q08257,P,3075,176,6400,24,107890982.5
