EntrezID,Gene,3250_overlap,protein_rank_3250,Core GESP Score ,Final GESP Score ,number of EXPERIMENT,Median
2837,UTS2R,NA,NA,7,9,NA,NA
390892,OR7A10,NA,NA,7,9,NA,NA
81466,OR2L5,NA,NA,7,9,NA,NA
8388,OR1E2,NA,NA,7,9,NA,NA
79541,OR2A4,NA,NA,7,9,NA,NA
10798,OR5I1,NA,NA,7,9,NA,NA
51289,RXFP3,NA,NA,7,9,NA,NA
4993,OR2C1,NA,NA,7,9,NA,NA
117195,MRGPRX3,NA,NA,7,9,NA,NA
26531,OR11A1,NA,NA,7,9,NA,NA
127074,OR2T4,NA,NA,7,9,NA,NA
390275,OR8A1,NA,NA,7,9,NA,NA
54831,BEST2,NA,NA,7,9,NA,NA
343563,OR2T29,NA,NA,7,9,NA,NA
26219,OR1J4,NA,NA,7,9,NA,NA
2832,NPBWR2,NA,NA,7,9,NA,NA
26696,OR2T1,NA,NA,7,9,NA,NA
26496,OR10A3,NA,NA,7,9,NA,NA
391196,OR2M7,NA,NA,7,9,NA,NA
81697,OR2B2,NA,NA,7,9,NA,NA
9293,GPR52,NA,NA,7,9,NA,NA
26658,OR7C2,NA,NA,7,9,NA,NA
343169,OR6F1,NA,NA,7,9,NA,NA
389090,OR6B2,NA,NA,7,9,NA,NA
26539,OR10H1,NA,NA,7,9,NA,NA
391114,OR6K3,NA,NA,7,9,NA,NA
79290,OR13A1,NA,NA,7,9,NA,NA
2862,MLNR,NA,NA,7,9,NA,NA
84539,MCHR2,NA,NA,7,9,NA,NA
8390,OR1G1,NA,NA,7,9,NA,NA
26664,OR7C1,NA,NA,7,9,NA,NA
144124,OR10A5,NA,NA,7,9,12,NA
219865,OR8G5,NA,NA,7,9,NA,NA
401992,OR2T2,NA,NA,7,9,NA,NA
120065,OR5P2,NA,NA,7,9,NA,NA
4142,MAS1,NA,NA,7,9,NA,NA
120066,OR5P3,NA,NA,7,9,15,NA
128371,OR6K6,NA,NA,7,9,NA,NA
8387,OR1E1,NA,NA,7,9,NA,NA
343172,OR2T8,NA,NA,7,9,NA,NA
4995,OR3A2,NA,NA,7,9,NA,NA
117196,MRGPRX4,NA,NA,7,9,NA,NA
391191,OR2AK2,NA,NA,7,9,NA,NA
26740,OR1J2,NA,NA,7,9,NA,NA
390882,OR7G2,NA,NA,7,9,NA,NA
402135,OR5K2,NA,NA,7,9,NA,NA
162998,OR7D2,NA,NA,7,9,NA,NA
317701,VN1R2,NA,NA,7,9,NA,NA
391189,OR11L1,NA,NA,7,9,NA,NA
127062,OR2M3,NA,NA,7,9,NA,NA
219487,OR5M11,NA,NA,7,9,NA,NA
26534,OR10G2,NA,NA,7,9,NA,NA
219432,OR4C6,NA,NA,7,9,NA,NA
259249,MRGPRX1,NA,NA,7,9,NA,NA
284383,OR2Z1,NA,NA,7,9,NA,NA
401994,OR14I1,NA,NA,7,9,NA,NA
403239,OR2T27,NA,NA,7,9,NA,NA
5030,P2RY4,NA,NA,7,9,8,NA
127059,OR2M5,NA,NA,7,9,NA,NA
442186,OR2J3,NA,NA,7,9,NA,NA
26648,OR7E24,NA,NA,7,9,NA,NA
391211,OR2G6,NA,NA,7,9,NA,NA
81469,OR2G3,NA,NA,7,9,NA,NA
3354,HTR1E,NA,NA,7,9,NA,NA
347168,OR1J1,NA,NA,7,9,NA,NA
11250,GPR45,NA,NA,7,9,NA,NA
138882,OR1N2,NA,NA,7,9,NA,NA
390327,OR6C70,NA,NA,7,9,NA,NA
127385,OR10J5,NA,NA,7,9,NA,NA
8590,OR6A2,NA,NA,7,9,NA,NA
138883,OR1N1,NA,NA,7,9,NA,NA
390197,OR4D10,NA,NA,7,9,NA,NA
390191,OR5B12,NA,NA,7,9,NA,NA
158131,OR1Q1,NA,NA,7,9,NA,NA
403244,OR2T35,NA,NA,7,9,NA,NA
386746,MRGPRG,NA,NA,7,9,NA,NA
219870,OR10G9,NA,NA,7,9,NA,NA
344561,GPR148,NA,NA,7,9,NA,NA
126370,OR1I1,NA,NA,7,9,NA,NA
341152,OR2AT4,NA,NA,7,9,NA,NA
127064,OR2T12,NA,NA,7,9,NA,NA
26533,OR10G3,NA,NA,7,9,NA,NA
341799,OR6S1,NA,NA,7,9,NA,NA
219873,OR10S1,NA,NA,7,9,NA,NA
81448,OR6K2,NA,NA,7,9,NA,NA
341416,OR6C2,NA,NA,7,9,NA,NA
8386,OR1D5,NA,NA,7,9,NA,NA
285659,OR2V2,NA,NA,7,9,NA,NA
79470,OR51J1,NA,NA,7,9,NA,NA
219956,OR9Q1,NA,NA,7,9,NA,NA
26538,OR10H2,NA,NA,7,9,NA,NA
81470,OR2G2,NA,NA,7,9,NA,NA
390883,OR7G3,NA,NA,7,9,NA,NA
219982,OR5A1,NA,NA,7,9,NA,NA
391194,OR2M2,NA,NA,7,9,NA,NA
338674,OR5F1,NA,NA,7,9,NA,NA
442184,OR2B3,NA,NA,7,9,NA,NA
130075,OR9A4,NA,NA,7,9,NA,NA
81442,OR6N2,NA,NA,7,9,NA,99342585
219482,OR5M3,NA,NA,7,9,NA,NA
284433,OR10H5,NA,NA,7,9,NA,NA
338755,OR2AG2,NA,NA,7,9,NA,NA
256144,OR4C3,NA,NA,7,9,NA,NA
120775,OR2D3,NA,NA,7,9,NA,NA
390265,OR10G7,NA,NA,7,9,NA,NA
2856,GPR33,NA,NA,7,9,NA,NA
255725,OR52B2,NA,NA,7,9,NA,NA
56923,NMUR2,NA,NA,7,9,NA,NA
283694,OR4N4,NA,NA,7,9,NA,NA
343170,OR14K1,NA,NA,7,9,NA,NA
128366,OR6P1,NA,NA,7,9,NA,NA
391112,OR6Y1,NA,NA,7,9,NA,NA
390066,OR52D1,NA,NA,7,9,NA,NA
150681,OR6B3,NA,NA,7,9,NA,NA
121130,OR10P1,NA,NA,7,9,NA,NA
254783,OR6C74,NA,NA,7,9,10,NA
138803,OR13C3,NA,NA,7,9,NA,NA
387748,OR56B1,NA,NA,7,9,NA,NA
347468,OR13H1,NA,NA,7,9,NA,NA
219464,OR5T2,NA,NA,7,9,NA,NA
2844,GPR21,NA,NA,7,9,NA,NA
8392,OR3A3,NA,NA,7,9,7,NA
26493,OR8B8,NA,NA,7,9,NA,NA
390174,OR9G1,NA,NA,7,9,NA,NA
135946,OR6B1,NA,NA,7,9,NA,NA
81282,OR51G2,NA,NA,7,9,NA,NA
390064,OR51I2,NA,NA,7,9,NA,NA
390199,OR4D9,NA,NA,7,9,NA,NA
390261,OR6M1,NA,NA,7,9,NA,NA
390260,OR6X1,NA,NA,7,9,NA,NA
441670,OR4M1,NA,NA,7,9,NA,NA
26686,OR4E2,NA,NA,7,9,NA,NA
126541,OR10H4,NA,NA,7,9,NA,NA
390167,OR5M10,NA,NA,7,9,NA,NA
120586,OR8I2,NA,NA,7,9,NA,NA
254786,OR6C3,NA,NA,7,9,NA,NA
79490,OR10G6,NA,NA,7,9,NA,NA
219875,OR4D5,NA,NA,7,9,NA,NA
338675,OR5AP2,NA,NA,7,9,NA,NA
26693,OR2V1,NA,NA,7,9,NA,NA
390321,OR6C1,NA,NA,7,9,NA,NA
390201,OR10V1,NA,NA,7,9,NA,NA
392391,OR5C1,NA,NA,7,9,NA,NA
390082,OR52E5,NA,NA,7,9,NA,NA
219957,OR9Q2,NA,NA,7,9,NA,NA
81309,OR4C15,NA,NA,7,9,NA,NA
81168,OR8J3,NA,NA,7,9,NA,NA
390181,OR5AK2,NA,NA,7,9,NA,NA
441669,OR4Q3,NA,NA,7,9,NA,NA
79549,OR6J1,NA,NA,7,9,NA,NA
219965,OR5B17,NA,NA,7,9,NA,NA
119749,OR4C46,NA,NA,7,9,NA,NA
219954,OR9I1,NA,NA,7,9,NA,NA
283111,OR51V1,NA,NA,7,9,NA,NA
26338,OR5L2,NA,NA,7,9,NA,NA
390067,OR52H1,NA,NA,7,9,NA,NA
26339,OR5K1,NA,NA,7,9,NA,NA
403274,OR5H15,NA,NA,7,9,NA,NA
403253,OR4A47,NA,NA,7,9,NA,NA
346517,OR6V1,NA,NA,7,9,NA,NA
441608,OR5B3,NA,NA,7,9,15,NA
219986,OR4D11,NA,NA,7,9,NA,NA
81392,OR2AE1,NA,NA,7,9,NA,NA
390151,OR8H2,NA,NA,7,9,NA,NA
219469,OR8H1,NA,NA,7,9,NA,NA
390113,OR4X1,NA,NA,7,9,NA,NA
390162,OR5M9,NA,NA,7,9,NA,NA
219958,OR1S2,NA,NA,7,9,NA,NA
219447,OR5AS1,NA,NA,7,9,NA,NA
390649,OR4F15,NA,NA,7,9,NA,NA
390157,OR8K1,NA,NA,7,9,NA,NA
219968,OR5B21,NA,NA,7,9,NA,NA
219438,OR5D18,NA,NA,7,9,NA,NA
286365,OR13D1,NA,NA,7,9,NA,NA
283189,OR9G4,NA,NA,7,9,NA,NA
283092,OR4C13,NA,NA,7,9,NA,NA
403284,OR6C68,NA,NA,7,9,NA,NA
135924,OR9A2,NA,NA,7,9,NA,NA
392390,OR1L6,NA,NA,7,9,NA,NA
219429,OR4C11,NA,NA,7,9,NA,NA
341418,OR6C4,NA,NA,7,9,NA,NA
121129,OR2AP1,NA,NA,7,9,NA,NA
219484,OR5M8,NA,NA,7,9,NA,NA
390152,OR8H3,NA,NA,7,9,NA,NA
390144,OR5D16,NA,NA,7,9,NA,NA
403282,OR6C65,NA,NA,7,9,NA,NA
390323,OR6C75,NA,NA,7,9,NA,NA
219453,OR8K5,NA,NA,7,9,NA,NA
219477,OR8J1,NA,NA,7,9,NA,NA
26737,OR1L1,NA,NA,7,9,NA,NA
138802,OR13C8,NA,NA,7,9,NA,NA
283365,OR6C6,NA,NA,7,9,NA,NA
138804,OR13C4,NA,NA,7,9,NA,NA
254973,OR1L4,NA,NA,7,9,NA,NA
282775,OR5J2,NA,NA,7,9,NA,NA
403277,OR5K3,NA,NA,7,9,NA,NA
26735,OR1L3,NA,NA,7,9,NA,NA
219417,OR8U1,NA,NA,7,9,NA,NA
26341,OR5H1,NA,NA,7,9,NA,NA
219436,OR5D14,NA,NA,7,9,NA,NA
219431,OR4S2,NA,NA,7,9,NA,NA
55107,ANO1,NA,NA,7,8.5,9,18514395.94
8600,TNFSF11,NA,NA,7,8.5,NA,NA
6531,SLC6A3,NA,NA,7,8.5,NA,NA
6098,ROS1,NA,NA,7,8.5,12,NA
51151,SLC45A2,NA,NA,7,8.5,NA,NA
8788,DLK1,NA,NA,7,8.5,NA,9182736.688
1043,CD52,NA,NA,7,8.5,NA,NA
4325,MMP16,NA,NA,7,8.5,NA,NA
51305,KCNK9,NA,NA,7,8.5,NA,NA
50507,NOX4,NA,NA,7,8.5,NA,NA
7292,TNFSF4,NA,NA,7,8.5,NA,NA
6401,SELE,NA,NA,7,8.5,NA,NA
2057,EPOR,NA,NA,7,8.5,NA,NA
1638,DCT,NA,NA,7,8.5,6,7216097.453
7039,TGFA,NA,NA,7,8.5,10,NA
925,CD8A,NA,NA,7,8.5,19,NA
3822,KLRC2,NA,NA,7,8.5,NA,NA
913,CD1E,NA,NA,7,8.5,NA,NA
28514,DLL1,NA,NA,7,8.5,NA,NA
54209,TREM2,NA,NA,7,8.5,NA,NA
1143,CHRNB4,NA,NA,7,8.5,NA,NA
25805,BAMBI,NA,NA,7,8.5,NA,NA
2700,GJA3,NA,NA,7,8.5,NA,NA
113278,SLC52A3,NA,NA,7,8.5,14,NA
2069,EREG,NA,NA,7,8.5,8,296795458
5354,PLP1,NA,NA,7,8.5,6,134797010.5
6505,SLC1A1,NA,NA,7,8.5,20,11638102.8
6556,SLC11A1,NA,NA,7,8.5,NA,NA
2323,FLT3LG,NA,NA,7,8.5,NA,NA
80736,SLC44A4,NA,NA,7,8.5,13,84125521.91
773,CACNA1A,NA,NA,7,8.5,NA,NA
10076,PTPRU,NA,NA,7,8.5,8,113797738.5
6564,SLC15A1,NA,NA,7,8.5,9,4686871.266
22953,P2RX2,NA,NA,7,8.5,NA,NA
8740,TNFSF14,NA,NA,7,8.5,NA,NA
164656,TMPRSS6,NA,NA,7,8.5,NA,NA
8972,MGAM,NA,NA,7,8.5,11,NA
2906,GRIN2D,NA,NA,7,8.5,NA,NA
1135,CHRNA2,NA,NA,7,8.5,NA,NA
57468,SLC12A5,NA,NA,7,8.5,7,NA
151056,PLB1,NA,NA,7,8.5,NA,NA
6580,SLC22A1,NA,NA,7,8.5,NA,NA
116085,SLC22A12,NA,NA,7,8.5,NA,NA
3772,KCNJ15,NA,NA,7,8.5,NA,NA
220296,HEPACAM,NA,NA,7,8.5,NA,NA
8784,TNFRSF18,NA,NA,7,8.5,NA,NA
56667,MUC13,NA,NA,7,8.5,24,183732261
53353,LRP1B,NA,NA,7,8.5,NA,91951168.75
1826,DSCAM,NA,NA,7,8.5,NA,NA
9073,CLDN8,NA,NA,7,8.5,10,NA
3752,KCND3,NA,NA,7,8.5,NA,NA
1188,CLCNKB,NA,NA,7,8.5,NA,NA
6338,SCNN1B,NA,NA,7,8.5,NA,NA
6442,SGCA,NA,NA,7,8.5,NA,NA
51208,CLDN18,NA,NA,7,8.5,NA,130183656.5
3460,IFNGR2,NA,NA,7,8.5,NA,NA
57628,DPP10,NA,NA,7,8.5,NA,NA
51705,EMCN,NA,NA,7,8.5,NA,NA
133396,IL31RA,NA,NA,7,8.5,NA,NA
9032,TM4SF5,NA,NA,7,8.5,NA,2187323.813
114,ADCY8,NA,NA,7,8.5,NA,NA
53905,DUOX1,NA,NA,7,8.5,13,25569364.5
23428,SLC7A8,NA,NA,7,8.5,5,29669741.95
28316,CDH20,NA,NA,7,8.5,NA,NA
108,ADCY2,NA,NA,7,8.5,NA,NA
54900,LAX1,NA,NA,7,8.5,NA,NA
57453,DSCAML1,NA,NA,7,8.5,NA,NA
111,ADCY5,NA,NA,7,8.5,NA,NA
6547,SLC8A3,NA,NA,7,8.5,NA,NA
6540,SLC6A13,NA,NA,7,8.5,NA,NA
57348,TTYH1,NA,NA,7,8.5,9,125598777.8
56128,PCDHB8,NA,NA,7,8.5,NA,NA
56127,PCDHB9,NA,NA,7,8.5,NA,NA
84889,SLC7A3,NA,NA,7,8.5,12,NA
1014,CDH16,NA,NA,7,8.5,NA,NA
23554,TSPAN12,NA,NA,7,8.5,NA,NA
645369,TMEM200C,NA,NA,7,8.5,NA,NA
9407,TMPRSS11D,NA,NA,7,8.5,NA,134907164
57717,PCDHB16,NA,NA,7,8.5,11,NA
51310,SLC22A17,NA,NA,7,8.5,NA,NA
123041,SLC24A4,NA,NA,7,8.5,NA,NA
56129,PCDHB7,NA,NA,7,8.5,NA,NA
79905,TMC7,NA,NA,7,8.5,8,NA
54825,CDHR2,NA,NA,7,8.5,4,23335963.46
2905,GRIN2C,NA,NA,7,8.5,NA,NA
3761,KCNJ4,NA,NA,7,8.5,NA,NA
11182,SLC2A6,NA,NA,7,8.5,19,NA
64849,SLC13A3,NA,NA,7,8.5,NA,NA
9071,CLDN10,NA,NA,7,8.5,12,11437644.27
10864,SLC22A7,NA,NA,7,8.5,NA,NA
261729,STEAP2,NA,NA,7,8.5,12,NA
81693,AMN,NA,NA,7,8.5,NA,NA
149461,CLDN19,NA,NA,7,8.5,NA,NA
8807,IL18RAP,NA,NA,7,8.5,NA,NA
3768,KCNJ12,NA,NA,7,8.5,NA,NA
3760,KCNJ3,NA,NA,7,8.5,NA,NA
154091,SLC2A12,NA,NA,7,8.5,16,NA
56126,PCDHB10,NA,NA,7,8.5,NA,NA
56123,PCDHB13,NA,NA,7,8.5,NA,NA
100288413,ERVMER34-1,NA,NA,7,8.5,NA,35929666.65
151556,GPR155,NA,NA,7,8.5,NA,NA
6005,RHAG,NA,NA,7,8.5,13,34078265.72
148281,SYT6,NA,NA,7,8.5,NA,NA
6568,SLC17A1,NA,NA,7,8.5,NA,NA
3792,KEL,NA,NA,7,8.5,NA,NA
394263,MUC21,NA,NA,7,8.5,NA,NA
23539,SLC16A8,NA,NA,7,8.5,NA,NA
729993,SHISA9,NA,NA,7,8.5,NA,NA
56122,PCDHB14,NA,NA,7,8.5,NA,NA
60401,EDA2R,NA,NA,7,8.5,NA,NA
54346,UNC93A,NA,NA,7,8.5,NA,NA
51294,PCDH12,NA,NA,7,8.5,14,48336847.91
254887,ZDHHC23,NA,NA,7,8.5,9,NA
57282,SLC4A10,NA,NA,7,8.5,4,NA
55879,GABRQ,NA,NA,7,8.5,18,NA
284656,EPHA10,NA,NA,7,8.5,2,NA
123264,SLC51B,NA,NA,7,8.5,NA,NA
3581,IL9R,NA,NA,7,8.5,NA,NA
56134,PCDHAC2,NA,NA,7,8.5,3,NA
29986,SLC39A2,NA,NA,7,8.5,NA,NA
56121,PCDHB15,NA,NA,7,8.5,NA,NA
349149,GJC3,NA,NA,7,8.5,NA,NA
89858,SIGLEC12,NA,NA,7,8.5,NA,NA
50852,TRAT1,NA,NA,7,8.5,13,NA
345274,SLC10A6,NA,NA,7,8.5,NA,NA
859,CAV3,NA,NA,7,8.5,4,NA
55065,SLC52A1,NA,NA,7,8.5,NA,NA
10266,RAMP2,NA,NA,7,8.5,NA,NA
54762,GRAMD1C,NA,NA,7,8.5,NA,NA
84466,MEGF10,NA,NA,7,8.5,1,51661584.88
266675,BEST4,NA,NA,7,8.5,16,NA
116444,GRIN3B,NA,NA,7,8.5,NA,35171278
23630,KCNE5,NA,NA,7,8.5,NA,NA
26167,PCDHB5,NA,NA,7,8.5,NA,NA
400451,FAM174B,NA,NA,7,8.5,NA,NA
169522,KCNV2,NA,NA,7,8.5,NA,NA
53919,SLCO1C1,NA,NA,7,8.5,NA,NA
66000,TMEM108,NA,NA,7,8.5,NA,NA
90313,TP53I13,NA,NA,7,8.5,NA,NA
124842,TMEM132E,NA,NA,7,8.5,NA,NA
22829,NLGN4Y,NA,NA,7,8.5,NA,NA
388931,MFSD2B,NA,NA,7,8.5,NA,NA
10368,CACNG3,NA,NA,7,8.5,NA,NA
9772,KIAA0195,NA,NA,7,8.5,2,NA
2703,GJA8,NA,NA,7,8.5,NA,NA
129303,TMEM150A,NA,NA,7,8.5,NA,NA
3802,KIR2DL1,NA,NA,7,8.5,NA,NA
56132,PCDHB3,NA,NA,7,8.5,10,NA
116369,SLC26A8,NA,NA,7,8.5,NA,NA
9376,SLC22A8,NA,NA,7,8.5,NA,510065130
2570,GABRR2,NA,NA,7,8.5,NA,NA
2812,GP1BB,NA,NA,7,8.5,8,NA
284415,VSTM1,NA,NA,7,8.5,NA,NA
7455,ZAN,NA,NA,7,8.5,NA,NA
8973,CHRNA6,NA,NA,7,8.5,NA,NA
353174,ZACN,NA,NA,7,8.5,NA,NA
1146,CHRNG,NA,NA,7,8.5,NA,NA
116337,PANX3,NA,NA,7,8.5,NA,NA
2569,GABRR1,NA,NA,7,8.5,NA,NA
9152,SLC6A5,NA,NA,7,8.5,NA,NA
170572,HTR3C,NA,NA,7,8.5,NA,NA
27012,KCNV1,NA,NA,7,8.5,NA,NA
11141,IL1RAPL1,NA,NA,7,8.5,16,NA
338821,SLCO1B7,NA,NA,7,8.5,NA,NA
139411,PTCHD1,NA,NA,7,8.5,NA,NA
147409,DSG4,NA,NA,7,8.5,NA,NA
139760,GPR119,NA,NA,7,8.5,17,NA
200959,GABRR3,NA,NA,7,8.5,NA,NA
100134444,KCNJ18,NA,NA,7,8.5,NA,NA
441509,GLRA4,NA,NA,7,8.5,NA,NA
284254,DYNAP,NA,NA,7,8.5,NA,NA
53842,CLDN22,NA,NA,7,8.5,NA,NA
56145,PCDHA3,NA,NA,7,8.5,NA,NA
29930,PCDHB1,NA,NA,7,8.5,NA,NA
440699,LRRC52,NA,NA,7,8.5,NA,NA
56137,PCDHA12,NA,NA,7,8.5,NA,NA
219770,GJD4,NA,NA,7,8.5,NA,NA
100431172,KLRF2,NA,NA,7,8.5,NA,NA
389400,GFRAL,NA,NA,7,8.5,NA,NA
285242,HTR3E,NA,NA,7,8.5,NA,NA
200909,HTR3D,NA,NA,7,8.5,NA,NA
3742,KCNA6,NA,NA,7,8.5,NA,NA
79346,OR4C5,NA,NA,7,8.5,NA,NA
56135,PCDHAC1,NA,NA,7,8.5,NA,NA
282763,OR51B5,NA,NA,7,8.5,NA,NA
121364,OR10A7,NA,NA,7,8.5,NA,NA
5799,PTPRN2,NA,NA,7,8,NA,NA
6997,TDGF1,NA,NA,7,8,NA,NA
100133941,CD24,NA,NA,7,8,2,NA
10673,TNFSF13B,NA,NA,7,8,NA,NA
4855,NOTCH4,NA,NA,7,8,NA,NA
1944,EFNA3,NA,NA,7,8,NA,NA
22854,NTNG1,NA,NA,7,8,NA,NA
5652,PRSS8,NA,NA,7,8,30,28637977.5
4974,OMG,NA,NA,7,8,NA,NA
129293,TRABD2A,NA,NA,7,8,18,NA
402665,IGLON5,NA,NA,7,8,NA,NA
10004,NAALADL1,NA,NA,7,8,16,NA
5359,PLSCR1,NA,NA,7,8,24,NA
79867,TCTN2,NA,NA,7,8,NA,NA
4868,NPHS1,NA,NA,7,8,NA,NA
55761,TTC17,NA,NA,7,8,NA,NA
349667,RTN4RL2,NA,NA,7,7.5,18,NA
133121,ENPP6,NA,NA,7,7.5,NA,4816873.25
114814,GNRHR2,NA,NA,7,7.5,NA,NA
326342,ADGRE4P,NA,NA,7,7.5,NA,NA
283110,OR52Z1,NA,NA,7,7.5,NA,NA
143496,OR52B4,NA,NA,7,7.5,9,NA
390441,OR11H7,NA,NA,7,7.5,NA,NA
79274,OR52L2P,NA,NA,7,7.5,NA,NA
79345,OR51B2,NA,NA,7,7.5,NA,NA
81248,OR52P1P,NA,NA,7,7.5,NA,NA
390053,OR52A4P,NA,NA,7,7.5,NA,NA
56034,PDGFC,NA,NA,7,7,15,6424826.875
80274,SCUBE1,NA,NA,7,7,NA,22684802.63
146760,RTN4RL1,NA,NA,7,7,NA,NA
64096,GFRA4,NA,NA,7,7,NA,NA
54660,PCDHB18P,NA,NA,7,7,NA,NA
79324,OR51G1,NA,NA,7,7,NA,NA
2771,GNAI2,P,2297,6,15,44,515567014.3
56262,LRRC8A,NA,NA,6,14.5,21,8704768.438
2778,GNAS,NA,NA,6,14,36,402988640.6
81502,HM13,P,350,6,13.5,29,19972284.77
3320,HSP90AA1,P,2429,6,13,56,1670063739
3326,HSP90AB1,P,1392,6,13,54,1571585429
8795,TNFRSF10B,NA,NA,6,12.5,29,37596068.25
444,ASPH,P,2103,6,12.5,15,55456176.47
23670,TMEM2,P,806,6,12.5,29,16969116
55248,TMEM206,NA,NA,6,12.5,8,NA
10960,LMAN2,P,1434,6,12.5,22,56717106.13
8773,SNAP23,P,1504,6,12.5,42,53624079.04
84061,MAGT1,P,1131,6,12.5,16,50517339.12
1500,CTNND1,NA,NA,6,12,39,NA
8291,DYSF,P,2427,6,12,23,77097713.67
4641,MYO1C,P,2732,6,12,32,109165786.9
144195,SLC2A14,NA,NA,6,12,5,NA
10058,ABCB6,P,1834,6,11.5,14,26435063.97
81035,COLEC12,NA,NA,6,11.5,2,53859927
84898,PLXDC2,NA,NA,6,11.5,NA,33781173.63
29015,SLC43A3,NA,NA,6,11.5,20,21638078.75
4043,LRPAP1,P,1581,6,11.5,10,15694059.01
64805,P2RY12,NA,NA,6,11,NA,NA
5734,PTGER4,NA,NA,6,11,2,NA
1173,AP2M1,NA,NA,6,11,39,NA
1832,DSP,P,423,6,11,36,41343239.83
285704,RGMB,NA,NA,6,11,NA,NA
51474,LIMA1,P,2397,6,11,31,39366201.08
799,CALCR,NA,NA,6,11,NA,NA
7226,TRPM2,NA,NA,6,10.5,NA,NA
131578,LRRC15,NA,NA,6,10.5,7,73687431.42
55,ACPP,NA,NA,6,10.5,7,12844451.69
87,ACTN1,P,2771,6,10.5,50,131293059.3
8989,TRPA1,NA,NA,6,10.5,NA,NA
11006,LILRB4,NA,NA,6,10.5,NA,NA
971,CD72,NA,NA,6,10.5,NA,NA
8519,IFITM1,NA,NA,6,10.5,14,81032088.88
10288,LILRB2,NA,NA,6,10.5,NA,NA
79956,ERMP1,P,2691,6,10.5,12,22203150
91304,TMEM259,NA,NA,6,10.5,NA,NA
56927,GPR108,NA,NA,6,10.5,NA,NA
1499,CTNNB1,NA,NA,6,10,39,NA
100,ADA,P,1375,6,10,12,25993367.27
2185,PTK2B,NA,NA,6,10,NA,56145332.44
7082,TJP1,NA,NA,6,10,26,NA
23513,SCRIB,NA,NA,6,10,30,NA
1739,DLG1,NA,NA,6,10,37,NA
1394,CRHR1,NA,NA,6,10,NA,NA
7525,YES1,P,2079,6,10,41,95508564.09
5872,RAB13,P,1385,6,10,33,733648477.5
9934,P2RY14,NA,NA,6,10,NA,NA
55004,LAMTOR1,P,839,6,10,16,44463818.5
2864,FFAR1,NA,NA,6,10,NA,NA
768,CA9,NA,NA,6,9.5,22,81482375.63
4638,MYLK,NA,NA,6,9.5,NA,61498719.44
1308,COL17A1,NA,NA,6,9.5,NA,37692454.44
1181,CLCN2,NA,NA,6,9.5,NA,NA
114569,MAL2,NA,NA,6,9.5,8,40854120
23460,ABCA6,NA,NA,6,9.5,NA,33451526.88
6574,SLC20A1,NA,NA,6,9.5,19,10458078.58
118,ADD1,P,2915,6,9.5,29,29000551.88
79865,TREML2,NA,NA,6,9.5,NA,NA
115350,FCRL1,NA,NA,6,9.5,NA,NA
11314,CD300A,NA,NA,6,9.5,NA,NA
114794,ELFN2,NA,NA,6,9.5,2,NA
146722,CD300LF,NA,NA,6,9.5,NA,NA
25758,KIAA1549L,NA,NA,6,9.5,10,NA
54207,KCNK10,NA,NA,6,9.5,NA,NA
114908,TMEM123,NA,NA,6,9.5,NA,NA
9993,DGCR2,NA,NA,6,9.5,NA,150149032
256987,SERINC5,NA,NA,6,9.5,24,90617106.75
1955,MEGF9,NA,NA,6,9.5,12,NA
374395,TMEM179B,NA,NA,6,9.5,14,NA
80213,TM2D3,NA,NA,6,9.5,NA,NA
221477,C6orf89,NA,NA,6,9.5,NA,NA
51172,NAGPA,NA,NA,6,9.5,NA,NA
9033,PKD2L1,NA,NA,6,9.5,NA,NA
4067,LYN,P,793,6,9,33,97196416.71
1813,DRD2,NA,NA,6,9,NA,NA
6714,SRC,P,1843,6,9,39,85175241.23
5029,P2RY2,NA,NA,6,9,13,NA
5962,RDX,P,2930,6,9,33,599225200.5
7434,VIPR2,NA,NA,6,9,NA,NA
27040,LAT,NA,NA,6,9,9,NA
376497,SLC27A1,NA,NA,6,9,NA,16126970
27197,GPR82,NA,NA,6,9,NA,21286272
4889,NPY5R,NA,NA,6,9,NA,NA
84868,HAVCR2,NA,NA,6,8.5,NA,NA
21,ABCA3,NA,NA,6,8.5,NA,NA
780,DDR1,NA,NA,6,8.5,18,50304379
6506,SLC1A2,NA,NA,6,8.5,NA,NA
3055,HCK,NA,NA,6,8.5,26,NA
3902,LAG3,NA,NA,6,8.5,NA,NA
9122,SLC16A4,NA,NA,6,8.5,10,NA
5664,PSEN2,NA,NA,6,8.5,4,NA
2051,EPHB6,NA,NA,6,8.5,10,NA
81793,TLR10,NA,NA,6,8.5,NA,NA
4061,LY6E,NA,NA,6,8.5,12,3269619.102
166929,SGMS2,NA,NA,6,8.5,NA,6128340.188
201799,TMEM154,NA,NA,6,8.5,NA,NA
3601,IL15RA,NA,NA,6,8.5,NA,NA
10369,CACNG2,NA,NA,6,8.5,NA,NA
143903,LAYN,NA,NA,6,8.5,13,NA
10267,RAMP1,NA,NA,6,8.5,NA,NA
4324,MMP15,NA,NA,6,8.5,16,NA
2566,GABRG2,NA,NA,6,8.5,NA,NA
8745,ADAM23,NA,NA,6,8.5,NA,NA
954,ENTPD2,NA,NA,6,8.5,17,8190147.125
9860,LRIG2,NA,NA,6,8.5,NA,NA
89845,ABCC10,NA,NA,6,8.5,NA,NA
11326,VSIG4,NA,NA,6,8.5,NA,NA
